sample_id,expected_tag,question,expected_answer,available_questions_for_tag,sample_index_within_tag,questions_sampled_for_tag
384,nid_reissue_01_followup_c,অনলাইনে সাবমিট না হলে অফলাইন আবেদন কীভাবে দাখিল করব?,সংশ্লিষ্ট উপজেলা/থানা নির্বাচন অফিসে।,18,1,1
385,nid_reissue_01_followup_d,বিভ্রান্তিকর সাইট এড়াতে আসল ওয়েব ঠিকানা চেনার পদ্ধতি কী?,services.nidw.gov.bd এটাই নির্বাচন কমিশনের অফিসিয়াল লিংক,20,1,1
386,nid_reissue_02_followup_b,কোন মোবাইল ফাইন্যান্সিয়াল সার্ভিস (এমএফএস) ও পেমেন্ট অপশন ব্যবহার করা যাবে?,"মোবাইল ব্যাংকিং সেবা (বিকাশ, রকেট, ওকে ওয়ালেট, টি-ক্যাশ, উপায়, মিউচুয়াল ট্রাষ্ট ব্যাংক, ফাষ্ট সিকিউরিটি ইসলামী ব্যাংক, সাউথইষ্ট ব্যাংক, ব্যাংক অফ কমার্স) থেকে নির্ধারিত অপশন এর মাধ্যমে জমা দেওয়া যায়।",20,1,1
387,nid_reissue_02_followup_d,"পেমেন্ট সম্পন্ন, তবে স্ট্যাটাস না দেখালে পরবর্তী পদক্ষেপ কী?",১০৫ এ যোগাযোগ করুন।,20,1,1
388,nid_reissue_03,সাধারণ প্রক্রিয়ায় পুনঃইস্যুর চার্জ কত?,"রি-ইস্যু সাধারন আবেদন ফি প্রথমবার ২৩০ টাকা, ২য় বার ৩৪৫ টাকা এবং পরবর্তীতে প্রতিবার ৫৭৫ টাকা।",80,1,1
389,nid_reissue_03_followup_a,সাধারণ রি-ইস্যু আবেদনের ফি এখন কত টাকা?,"রি-ইস্যু সাধারন আবেদন ফি প্রথমবার ২৩০ টাকা, ২য় বার ৩৪৫ টাকা এবং পরবর্তীতে প্রতিবার ৫৭৫ টাকা।",19,1,1
390,nid_reissue_03_followup_b,সাধারণ ও জরুরি রি-ইস্যুর নির্ধারিত ফি কি একই নয়?,সাধারণ ও জরুরি রি-ইস্যু ফিতে পাথ্যক্য আছে।,20,1,1
391,nid_reissue_04_followup_a,সাধারণ পুনঃইস্যু আবেদন কি জরুরিতে কনভার্ট করা যাবে?,সাধারণ রি-ইস্যু আবেদনকে জরুরি আবেদনে আপগ্রেড করা যায় না।,17,1,1
392,nid_reissue_04_followup_b,আপগ্রেড করলে অতিরিক্ত কত টাকা প্রদান করতে হয়?,সাধারণ রি-ইস্যু আবেদনকে জরুরি আবেদনে আপগ্রেড করা যায় না।,20,1,1
393,nid_reissue_05,রি-ইস্যুর মেসেজ অনুযায়ী কার্ড প্রস্তুত; কোথা থেকে নিতে হবে?,আপনার একাউন্টে প্রবেশ করুন এবং কার্ডটি ডাউনলোড করুন। প্রয়োজনে উপজেলা/থানা নির্বাচন অফিসে যোগাযোগ করুন।,81,1,1
394,nid_reissue_05_followup_b,কার্ড তুলতে গেলে কী কী নথি নিয়ে যেতে হবে?,রি-ইস্যু অনুমোদনের SMS পাওয়ার পর আপনার একাউন্টে প্রবেশ করুন এবং কার্ডটি ডাউনলোড করুন। প্রয়োজনে উপজেলা/থানা নির্বাচন অফিসে যোগাযোগ        করুন।,20,1,1
395,nid_reissue_06,রি-ইস্যু করার আবেদন কোন পথে নেওয়া হয় ই-সার্ভিস?,রি -ইস্যুর আবেদন অনলাইনে করুন।,78,1,1
396,nid_reissue_06_followup_b,"উভয় ক্ষেত্রেই কি একই কাগজপত্র লাগবে, নাকি ভিন্ন?",রি-ইস্যুু  আবেদনের  পদ্ধতিতে প্রয়োজনীয় কাগজপত্রের কোন পার্থক্য নাই।,20,1,1
397,nid_reissue_06_followup_c,কোন পরিস্থিতিতে অফিসে সামনাসামনি উপস্থিতি অনিবার্য?,রি -ইস্যুর আবেদন অনলাইনে করুন। যদি অনলাইনে আবেদন না করতে পারেন সে ক্ষেত্রে সরাসরি অফিসে যাওয়া যেতে পারে।,20,1,1
398,nid_reissue_07_followup_a,নম্বর বা কার্ডের কপি ছাড়াই NID পুনঃপ্রদানের আবেদন শুরু করার উপায় কী?,এক্ষেত্রে উপজেলা/থানা নির্বাচন অফিসের সহায়তা গ্রহণ করুন,15,1,1
399,nid_reissue_08_followup_a,নীতিমতে কি সংশোধন এবং পুনঃইস্যু একত্রে সম্পন্ন করার আবেদন করা যায়?,সংশোধনের আবেদন ও রি -ইস্যুর আবেদন একই সাথে করা যায় না।,19,1,1
400,nid_reissue_08_followup_b,"যদি একত্রে করতে না পারি, কোন আবেদনে প্রথমে হাত দেব?",সংশোধনের আবেদন ও রি -ইস্যুর আবেদন একই সাথে করা যায় না।,20,1,1
401,nid_reissue_08_followup_c,এই দুই আবেদনে প্রদেয় ফি এবং জমা দিতে হবে এমন নথিপত্র কীভাবে ভিন্ন?,সংশোধনের আবেদন ও রি -ইস্যুর আবেদনের কাগজপত্র ভিন্ন ভিন্ন।,20,1,1
402,nid_reissue_08_followup_d,বহু চলমান আবেদনের অবস্থা ট্র্যাক করার পদ্ধতি কী?,সংশোধনের আবেদন ও রি -ইস্যুর আবেদন একই সাথে করা যায় না। প্রয়োজনে  ১০৫ এ যোগাযোগ করুন অথবা উপজেলা /থানা নির্বাচন অপিসে সহায়তা গ্রহন করুন।,20,1,1
403,nid_reissue_09,এনআইডি রি-ইস্যু পেতে কোন গ্রুপের মানুষ যোগ্য?,"যাদের NID কার্ড হারিয়ে গেছে, নষ্ট হয়েছে এবং ভোটার স্থানান্তর করেছেন তাঁদের জন্য প্রযোজ্য হতে পারে।",81,1,1
404,nid_reissue_09_followup_c,প্রযোজ্যতার স্বপক্ষে কী ধরনের দলিল প্রয়োজন হবে?,প্রযোজ্যতার প্রমাণ হিসেবে কোন ডকুমেন্ট লাগে না।,20,1,1
405,nid_reissue_09_followup_d,তথ্যটি নিশ্চিত করতে আমি কোথায় যোগাযোগ করব?,এক্ষেত্রে উপজেলা/থানা নির্বাচন অফিসের সহায়তা গ্রহণ করুন।,20,1,1
406,nid_vote_center_change_01,"আমি কি আমার সন্তানদের স্কুলের কেন্দ্রে ভোট দিতে পারি, যদিও আমার কেন্দ্র অন্যত্র?",নির্দিষ্ট কেন্দ্র ছাড়া কোনো ভোটার অন্য কেন্দ্রে ভোট দিতে পারবেন না।,81,1,1
407,nid_vote_without_card_01,এনআইডি ছাড়া ভোট নেয়ার প্রক্রিয়া কি আছে?,শুধুমাত্র ভোটার নম্বর থাকলেই আপনি ভোট দিতে পারবেন। NID নম্বর বা কার্ডের প্রয়োজন নেই।,81,1,1
408,nid_voter_area_transfer_01,ভোটার এলাকা স্থানান্তর কি সম্পূর্ণ বিনামূল্যে?,ভোটার এলাকা স্থানান্তর করতে কোন ফি প্রদান করতে হয়না।,81,1,1
409,nid_voter_area_transfer_01_followup_a,ভোটার এলাকা স্থানান্তরের মাশুল কত টাকা?,ভোটার এলাকা স্থানান্তর করতে কোন ফি প্রদান করতে হয়না।,14,1,1
410,nid_voter_area_transfer_01_followup_b,NID সেবার ফি কিভাবে জমা দেব এবং কোন কোন পদ্ধতিতে দিতে পারি?,প্রযোজ্য নহে।,19,1,1
411,nid_voter_area_transfer_01_followup_c,ফি পরিশোধ করার পর আবেদন প্রসেসে তারপর কী করতে হবে?,প্রযোজ্য নহে।,20,1,1
412,nid_voter_area_transfer_01_followup_d,আমার স্থানান্তরের অগ্রগতির খবর কীভাবে পাব?,"সংশ্লিষ্ট উপজেলা নির্বাচন অফিস, কলসেন্টার ১০৫ এ কল করে বা SMS এর মাধ্যমে আপডেট তথ্য পেতে পারেন।",20,1,1
413,nid_voter_area_transfer_02,ভোটার এলাকা শিফটের জন্য কোন থানার নির্বাচন অফিসে কাগজ দেব?,"যে এলাকায় আপনি ভোটার হতে চান, সেই এলাকার উপজেলা/ থানা নির্বাচন অফিসে যোগাযোগ করুন।",77,1,1
414,nid_voter_area_transfer_02_followup_b,"প্রথমেই কি পুরনো এলাকা অফিসে যাব, নাকি সোজা নতুন এলাকা অফিসে?",নতুন এলাকার অফিসে প্রথমে যেতে হবে,20,1,1
415,nid_voter_area_transfer_02_followup_c,দেখা করতে গেলে সঙ্গে কোন কোন কাগজপত্র রাখতে হবে?,ক. নাগরিক সনদপত্র খ. ইউটিলিটি বিলের কপি. গ. খাজনা/ট্যক্স এর রশিদ ঘ. এন আইডি কপি (পরিবারের সদস্যদের),20,1,1
416,nid_voter_area_transfer_02_followup_d,অফিস অচল থাকলে বিকল্পভাবে কার সঙ্গে বা কোন মাধ্যমে যোগাযোগ করব?,জেলা নির্বাচন অফিস,20,1,1
417,nid_voter_area_transfer_03,ভোটার এলাকার পরিবর্তনের ফরম নং কত?,ভোটার এলাকা স্থানান্তরের ফরম নম্বর হলো ১৩।,80,1,1
418,nid_voter_area_transfer_03_followup_c,আবেদন ফর্ম পূরণকালে কোন বিবরণগুলো খুঁটিয়ে দেখে লেখা উচিত?,ফরম পূরণের ক্ষেত্রে ভোটার নম্বর ও ভোটার এলাকার নম্বর ও সঠিকভাবে খেয়াল রাখতে হবে।,20,1,1
419,nid_voter_area_transfer_04,"ফর্ম-১৩ সংগ্রহ করতে কি অনলাইন অপশন আছে, না শুধুই অফিস?",আপনি অনলাইন থেকে ফরম ডাউনলোড করতে পারবেন এবং উপজেলা/ থানা নির্বাচন অফিস থেকেও সংগ্রহ করতে পারবেন।,81,1,1
420,nid_voter_area_transfer_05_followup_b,"একসাথে করা না হলে, কোন আবেদনের অগ্রাধিকার দেওয়া উচিত?",সংশোধন বা স্থানান্তর যেকোনো একটি আবেদন আগে করা যাবে,20,1,1
421,nid_voter_area_transfer_05_followup_c,দুই আবেদনের মধ্যে ভিন্নভাবে কোন কোন নথি চাওয়া হয়?,"স্থানান্তরের ক্ষেত্রে অনলাইন জন্ম নিবন্ধন সনদ, নাগরিকত্ব সনদ, ইউটিলিটি বিল এর কপি, মাঠ পর্চা বা জমির দলিলের কপি প্রয়োজন হয়। আর সংশোধনের ক্ষেত্রে অনলাইন জন্ম নিবন্ধন সনদ, শিক্ষাগত যোগ্যতা সনদ প্রভৃতি প্রয়োজন হয়",20,1,1
422,nid_voter_area_transfer_05_followup_d,একাধিক আবেদন প্রক্রিয়ায় থাকলে আপডেট চেক করার উপায় কী?,সাধারণত একাধিক আবেদন একসাথে চলমান থাকে না। এ বিষয়ে বিস্তারিত জানতে 105 এ কল করুন,20,1,1
423,nid_voter_area_transfer_06,ভোটার ঠিকানা স্থানান্তরের পর কি স্থায়ী ঠিকানায় কোনো পরিবর্তন আসে?,এক্ষেত্রে আপনার স্থায়ী ঠিকানা পরিবর্তন হবে না।,80,1,1
424,nid_voter_area_transfer_06_followup_a,ভোটার এলাকা বদলালে পারমানেন্ট ঠিকানা আপনা-আপনি বদলে যায় কি?,ভোটার স্থানান্তর করলে স্থায়ী ঠিকানা স্বয়ংক্রিয়ভাবে পরিবর্তন হবে না,20,1,1
425,nid_voter_area_transfer_06_followup_b,স্থায়ী ঠিকানা পরিবর্তন আর বর্তমান ঠিকানা পরিবর্তনের মধ্যে তফাৎটা কী?,সাধারণত বর্তমান ঠিকানা পরিবর্তনের ক্ষেত্রে স্থানান্তরের আবেদন করতে হয় এবং স্থায়ী ঠিকানা পরিবর্তনের ক্ষেত্রে সংশোধনের আবেদন করতে হয়,20,1,1
426,nid_voter_area_transfer_07_followup_a,ঠিকানা পরিবর্তনের পর স্মার্ট জাতীয় পরিচয়পত্র রি-ইস্যুর জন্য আবেদন পদ্ধতি কী?,নির্বাচন কমিশন এর নিয়মানুসারে ২য় বার স্মার্ট কার্ড পাওয়ার সুযোগ নেই। তবে প্রয়োজন অনুসারে লেমিনেটেড কার্ড সংগ্রহ করতে পারবেন।,20,1,1
427,nid_voter_area_transfer_07_followup_d,কার্ড কালেকশনের স্ট্যাটাস চেক করার উপায় কী?,আবেদন অনুমোদন হলে মোবাইলে এসএমএস চলে যাবে তখন কার্ড সংগ্রহ করতে হবে,20,1,1
428,nid_wallet_download_alternative,"এনআইডি Wallet অ্যাপটা নামতেছে না, কি উপায়?",Google Playstore অথবা অ্যাপল স্টোর থেকে এনআইডি Wallet ডাউনলোড করা না গেলে আপনার কানেকটিভিটি যাচাই করুন এবং পুনরায় চেষ্টা করুন।,169,1,1
429,nid_wallet_download_alternative_followup_a,NID Wallet ডাউনলোডে বাধা সৃষ্টি হওয়ার কারণগুলো কী?,নেটওয়ার্ক থেকে কোনো সমস্যা হতে পারে বা ফোন এর কোনো সমস্যা হতে পারে।,20,1,1
430,nid_wallet_download_alternative_followup_d,ডাউনলোড সমস্যায় সহায়তা পেতে আমি কার সঙ্গে যোগাযোগ করবো?,সমস্যা সমাধানে ১০৫ এ যোগাযোগ করুন।,20,1,1
431,nid_wallet_download_followup_a,NID Wallet অ্যাপের অফিসিয়াল ডাউনলোড লিংকটি কোথায়?,Google Playstore অথবা অ্যাপল স্টোর থেকে এনআইডি Wallet অ্যাপটি নিরাপদভাবে ডাউনলোড করতে পারবেন।,20,1,1
432,nid_wallet_download_followup_b,অফিসিয়াল অ্যাপ সনাক্তের নির্ভরযোগ্য পন্থা কী?,অফিশিয়াল অ্যাপটিতে তৈরিকারক হিসেবে Bangladesh Election Commission লেখা থাকবে।,20,1,1
433,nid_wallet_download_followup_c,NID Wallet কি Android আর iOS উভয় প্ল্যাটফর্মে পাওয়া যায়?,জ্বী এটি উভয় ডিভাইসে ব্যবহার করা যায়।,20,1,1
434,nid_wallet_download_iphone,অ্যাপল ফোনে এনআইডি ওয়ালেট নামানোর উপায়টা বলবেন?,এ্যাপল স্টোর থেকে এনআইডি Wallet অ্যাপটি ডাউনলোড করতে পারবেন।,178,1,1
435,nid_wallet_download_iphone_followup_c,এনআইডি ওয়ালেট ব্যবহারকালে কিউআর কোড স্ক্যানের ধাপগুলো কী?,"জন্ম তারিখ, বর্তমান এবং স্থায়ী ঠিকানা দেয়ার পরে যে QR কোড আসবে সেটি NID Wallet অ্যাপ দিয়ে স্ক্যান করতে হবে।",20,1,1
436,nid_wallet_download_iphone_followup_d,কারিগরি ইস্যুতে দ্রুত সহায়তা পেতে কোথায় যোগাযোগ করা যায়?,প্রযুক্তিগত কোন সমস্যা হলে ১০৫ নাম্বারে যোগাযোগ করতে পারেন।,20,1,1
437,no_android_phone,অ্যান্ড্রয়েড ফোন ছাড়া এনআইডি Wallet নেওয়া যাবে কি?,অনুগ্রহপূর্বক অন্য কোনো Android Phone ব্যবহারকারীর সাহায্য নিয়ে ফেস ভেরিফিকেশন সম্পন্ন করুন। এক্ষেত্রে এনআইডি একাউন্ট রেজিস্ট্রেশনের সময় আপনার ইউজার আইডি এবং গোপন পাসওয়ার্ড দিয়ে একাউন্টটি সুরক্ষিত করতে ভুলবেন না।,171,1,1
438,no_android_phone_followup_c,এনআইডি ওয়ালেটের যাচাইকরণে প্রয়োজন হলে কি নির্বাচন অফিস থেকে সহায়তা পাওয়া যায়?,ভেরিফিকেশনটি অবশ্যই স্মার্ট ফোন থেকে নির্ধারিত অ্যাপ ব্যবহার করে করতে হবে।,20,1,1
439,no_android_phone_followup_d,শেয়ারড ডিভাইসে নিজের অ্যাকাউন্ট ব্যবহার করলে কী কী নিরাপত্তা ব্যবস্থা নেব?,অন্য ডিভাইস ব্যবহার করলে অবশ্যই পাসওয়ার্ড সেখানে সেভ করা যাবেনা এবং সম্ভব হলে হিস্টোরি থেকে তথ্য গুলো মুছে দিতে হবে।,20,1,1
440,no_download_option_after_correction,"eNID কপি ডাউনলোডের লিঙ্ক মেলেনি, সংশোধন হয়েছে কি করতে হবে?",অনুগ্রহপূর্বক সংশ্লিষ্ট থানা/উপজেলা নির্বাচন অফিসে যোগাযোগ করুন।,171,1,1
441,no_download_option_after_correction_followup_a,এনআইডি তথ্য সংশোধন করতে কোন দপ্তরে যেতে হবে? তাদের অবস্থান ও খোলা-বন্ধের সময় জানাবেন।,আপনি যে এলাকার ভোটার সেই থানা / উপজেলা নির্বাচন অফিসে যেতে হবে। অফিসের ঠিকানা জানতে অনুগ্রহ পূর্বক গুগল ম্যাপের সহযোগিতা নিবেন। সকাল ৯.০০ ঘটিকা থেকে বিকাল ৫.০০ ঘটিকা পর্যন্ত সাধারনত অফিস খোলা থাকে (সরকারী ছুটি ব্যতীত)।,20,1,1
442,no_download_option_after_correction_followup_b,এনআইডি ঠিক করতে অফিসে গেলে সঙ্গে নিয়ে যাওয়ার প্রয়োজনীয় ডকুমেন্টগুলো কী?,আপনার সংশোধনের আবেদন কপি নিয়ে যেতে হবে,20,1,1
443,no_download_option_after_correction_followup_d,"এনআইডির ত্রুটি সংশোধন অনলাইনে করা যায় কি, নাকি কেবল অফিসেই করতে হয়?",যদি আপনি সংশোধনী কার্ড ডাউনলোড করতে না পারেন তাহলে আপনি আপনার সংশ্লিষ্ট উপজেলা নির্বাচন অফিসে যোগাযোগ করবেন,20,1,1
444,no_face_verification,এনআইডি ওয়ালেটের চেহারা যাচাই অপশন ফেইল দেখাচ্ছে কি করা উচিত?,অনুগ্রহপূর্বক এনআইডি wallet অ্যাপে প্রদর্শিত নির্দেশনা অনুযায়ী সঠিকভাবে আপনার চেহারা ক্যামেরার সামনে তুলে ধরুন। পর্যাপ্ত আলোর ব্যবস্থা আছে কিনা চেক করুন। এরপরেও সমাধান না হয়ে থাকলে অন্য কোনো স্মার্টফোন ব্যবহারকারীর সাহায্য নিয়ে ফেস ভেরিফিকেশন সম্পন্ন করুন।,169,1,1
445,no_face_verification_followup_b,ফেস ভেরিফাই করার কয়টি চ্যান্স থাকে?,ফেস ভেরিফিকেশন চেষ্টা করার কোন নির্দিষ্ট লিমিট নেই।,20,1,1
446,no_face_verification_followup_c,"এনআইডি ওয়ালেটের মুখমণ্ডল যাচাইকরণ যদি বারবার ব্যর্থ হয়, বিকল্প সনাক্তকরণ কী?",বারবার ব্যর্থ হলে অন্য কোন ডিভাইস ব্যবহার করুন,18,1,1
447,no_husband_name_in_smart_card,স্মার্ট জাতীয় পরিচয়পত্রে স্বামীর নাম না থাকার যুক্তিগ্রাহ্য কারণ কী?,আন্তর্জাতিক মানদন্ড বজায় রাখার জন্য জাতীয় পরিচয়পত্রে শুধুমাত্র পিতামাতার নাম প্রদর্শিত হয়। স্বামীর নামসহ অন্যান্য তথ্যাদি এনআইডি সার্ভারে সংরক্ষিত থাকে।,168,1,1
448,no_husband_name_in_smart_card_followup_a,স্মার্ট কার্ডে স্বামীর নাম বাদ পড়েছে—সংশোধনের আবেদন করার নিয়মটা কী?,নিয়ম অনুযায়ী স্বামীর নাম স্মার্ট কার্ডে প্রদর্শন করবে না। সুতরাং সংশোধনের আবেদন করার প্রয়োজন নেই।,20,1,1
449,no_husband_name_in_smart_card_followup_b,স্মার্ট কার্ডের তথ্য সংশোধনের জন্য কোন কোন বৈধ দলিল দিতে হবে?,এ সংক্রান্ত কোনো আবেদন করার প্রয়োজন নেই,20,1,1
450,no_husband_name_in_smart_card_followup_c,"অনলাইনে আবেদন করা সম্ভব, না কি অফিসে গিয়ে জমা দিতে হয়?",এ সংক্রান্ত কোনো আবেদন করার প্রয়োজন নেই,20,1,1
451,no_husband_name_in_smart_card_followup_d,সংশোধন কত দিনে সাধারণত সম্পন্ন করা হয়?,এ সংক্রান্ত কোনো আবেদন করার প্রয়োজন নেই,20,1,1
452,no_otp_in_registration,"এসএমএস কোড যদি বিলম্বে আসে, তখন কী করা শ্রেয়?","অনাকাঙ্খিত সমস্যার জন্য আমরা আন্তরিকভাবে দুঃখিত। ওটিপি আসতে কিছুটা সময় লাগতে পারে। অনুগ্রহপুর্বক অপেক্ষা করুন অথবা কিছুক্ষণ পর ""পুনরায় পাঠান"" বাটনে ক্লিক করুন।",174,1,1
453,no_otp_in_registration_followup_a,এনআইডি অনলাইন ব্যবহারের সময় OTP না পেলে সবার আগে কী কী পরীক্ষা করা দরকার?,মোবাইল নম্বরে OTP না এলে কিছুক্ষণ অপেক্ষা করে পুনরায় চেষ্টা করুন।,20,1,1
454,no_upzila_in_online_registration,উপজেলা ঘর খালি থাকলে কি নির্বাচন কমিশনের পোর্টালে রেজিস্ট্রেশন করা যাবে?,সংশ্লিষ্ট থানা/উপজেলা নির্বাচন অফিসে গিয়ে নির্ধারিত ফর্মে ঠিকানা সংশোধনের আবেদন করুন। আবেদন অনুমোদন হলে অনলাইনে রেজিস্ট্রেশন করতে পারবেন।,174,1,1
455,no_upzila_in_online_registration_followup_d,"NID ঠিকানায় উপজেলা/থানা ঘর খালি, ফলে রেজিস্ট্রেশন আটকে যাচ্ছে—এটা কি ই-সার্ভিসে ঠিক করা সম্ভব, না কি সরাসরি অফিসে যেতে হবে?","এই সমস্যা অনলাইনে সমাধান সম্ভব নয়, আপনাকে সংশ্লিষ্ট অফিসে যোগাযোগ করতে হবে।",8,1,1
456,no_upzila_in_permananet_address_followup_c,"স্থায়ী ঠিকানা সংশোধনে কি সত্যায়িত ফটোকপি দিলেই চলবে, নাকি আসল দলিলপত্র জমা দরকার?",এই কাগজগুলোর ফটোকপি প্রদান করতে পারবেন।,20,1,1
457,not_getting_smart_card_though_newer_voter_getting,পরেররা কার্ড পেয়ে গেছে আমি কীভাবে দ্রুত পাব?,সংশ্লিষ্ট উপজেলা/থানা/জেলা নির্বাচন অফিসে যোগাযোগ করুন।,170,1,1
458,not_getting_smart_card_though_newer_voter_getting_followup_a,স্মার্ট জাতীয় পরিচয়পত্রের জন্য কোন কার্যালয়ে উপস্থিত হতে হবে এবং সেই অফিসের ঠিকানা ও সময়সূচি কী?,স্মার্ট কার্ড বিতরণের তথ্য জানতে আপনার সংশ্লিষ্ট উপজেলা বা থানা নির্বাচন অফিসে যোগাযোগ করুন,20,1,1
459,not_getting_smart_card_though_newer_voter_getting_followup_c,"যারা আমার পরে এনরোল হয়েছে তারা কার্ড হাতে পেয়েছে, আমি পাইনি; সমস্যাটি মেটাতে প্রথম করণীয় কী?",এই সমস্যার সমাধানে আপনার সংশ্লিষ্ট উপজেলা বা থানা নির্বাচন অফিসে যোগাযোগ করুন,17,1,1
460,old_birth_certificate_followup_c,অনলাইন এনআইডি সংশোধন আবেদনের অগ্রগতি কোথায় দেখবো?,অনলাইন আবেদন করার পরবর্তী নির্দেশনা আপনার মোবাইলে মেসেজের মাধ্যমে জানানো হবে। বিস্তারিত জানতে নির্বাচন কমিশনের হেল্পলাইন ১০৫ নম্বরে কল করুন।,20,1,1
461,old_birth_certificate_followup_d,অনলাইনে এনআইডি সংশোধনের ফরম পূরণ করতে গিয়ে ভুল হলে কীভাবে ঠিক করব?,অনলাইন ফর্ম পূরণের সময় ভুল হলে আপনার নিজ থানা/উপজেলা নির্বাচন অফিসে যোগাযোগ করবেন।,17,1,1
462,one_device_one_voter,পোস্টাল ব্যালট অ্যাপে একটি ডিভাইস থেকে কি একটাই ভোট সাবমিট করা যায়?,পোস্টাল ভোট অ্যাপ দ্বারা একটি ডিভাইস ব্যবহার করে শুধুমাত্র একজন ভোট দিতে পারবেন।,101,1,1
463,one_mobile_number_how_many_time_registration,একটি মোবাইল নম্বর ব্যবহার করে ভোটার রেজিস্ট্রেশন লিমিট কত?,একটি মোবাইল নম্বর ব্যবহার করে ৫ বার রেজিষ্ট্রেশন করতে পারবেন।,171,1,1
464,one_zero_five_upzila_office_contact_followup_b,জাতীয় পরিচয়পত্রে ভুল ঠিক করার জন্য অফিসে গেলে কোন কোন নথি সঙ্গে থাকতে হবে?,আপনার সংশোধনের ধরণের উপর নির্ভর করবে আপনার কোন কোন কাগজপত্র সঙ্গে আনতে হবে।,20,1,1
465,one_zero_five_upzila_office_contact_followup_d,আপনাদের কল সেন্টার ছাড়া আর কোনো উপায়ে যোগাযোগ করা যাবে কি?,আপনি যে এলাকার ভোটার সেই থানা / উপজেলা নির্বাচন অফিসে যেতে হবে।,20,1,1
466,online_application_pending_2_followup_b,জাতীয় পরিচয়পত্র রিইস্যু করতে ইসি অফিসে যাওয়ার সময় কোন কোন প্রমাণপত্র লাগবে?,অফিসে যাওয়ার সময় আপনার এনআইডি কার্ডের কপি এবং আবেদনের কপি সঙ্গে নিতে হবে,18,1,1
467,online_application_pending_2_followup_c,জাতীয় পরিচয়পত্র পুনঃইস্যুর আপডেট পেতে আর কতদিনের অপেক্ষা?,যেহেতু আবেদন করা অনেকদিন পার হয়ে গেছে সেহেতু আপনি আপনার সংশ্লিষ্ট উপজেলা বা থানা নির্বাচন অফিসে যোগাযোগ করলে আপডেট পাবেন।,20,1,1
468,online_application_pending_2_followup_d,এনআইডি রি-ইস্যু পেন্ডিং থাকলে কতদিন অপেক্ষা করে পরবর্তী ধাপ নিতে হবে?,আবেদন ৩০ কার্য দিবস পেন্ডিং থাকলে পরবর্তী পদক্ষেপ নিতে হবে।,20,1,1
469,online_application_pending_followup_b,এনআইডি তথ্য সংশোধনী করতে গেলে অফিসে কী কী কপি বা মূল কাগজ চাই?,আপনার সংশোধনের ধরণের উপর নির্ভর করবে আপনার কোন কোন কাগজপত্র সঙ্গে আনতে হবে।,19,1,1
470,online_application_pending_followup_d,এনআইডি সংশোধনী স্ট্যাটাস অপেক্ষমাণ থাকলে কতদিনের মধ্যে পরের ব্যবস্থা নেব?,এ সম্পর্কে বিস্তারিত জানতে নির্বাচন কমিশনের হেল্পলাইন ১০৫ নম্বরে কল করুন।,19,1,1
471,online_apply,এনআইডি ওয়েবসাইটে অনলাইনে কী কী পরিষেবা সক্রিয়?,"যেসকল আবেদন অনলাইন পোর্টালের মাধ্যমে করা যায় তা হলো: 
(১) নতুন ভোটার নিবন্ধন বা এনআইডি এর জন্য আবেদন, 
(২) জাতীয় পরিচয় পত্র সংশোধন 
(৩) হারানো/ নষ্ট বা মাইগ্রেশন পরবর্তী কার্ড রিইস্যু আবেদন।",183,1,1
472,online_apply_followup_d,অনলাইন অ্যাপ্লিকেশনের অগ্রগতি কীভাবে জানতে পারি?,অনলাইনে আবেদন করার পর পরবর্তী নির্দেশনা আপনার মোবাইলে মেসেজের মাধ্যমে জানানো হবে। বিস্তারিত জানতে কল করুন ১০৫ নম্বরে।,20,1,1
473,online_card_correction,জাতীয় পরিচয়পত্রের তথ্য হালনাগাদ করতে কোন পোর্টালে যেতে হবে?,জাতীয় পরিচয়পত্র সংক্রান্ত সকল সেবার জন্য ওয়েব পোর্টালের ঠিকানা হলো services.nidw.gov.bd/,175,1,1
474,online_card_correction_2_followup_b,এনআইডি অনলাইন পোর্টালে নতুন অ্যাকাউন্ট তৈরি করার ধাপসমূহ কী কী?,অনলাইন পোর্টালে রেজিস্ট্রেশনের জন্য ভিজিট করুন services.nidw.gov.bd/ অতঃপর রেজিস্টার করুন বাটনে ক্লিক করে প্রয়োজনীয় তথ্য সরবরাহ করুন। নির্দেশনা মোতাবেক আপনার ফেস ভেরিফিকেশনের মাধ্যমে রেজিস্ট্রেশন কার্যক্রম সম্পন্ন করুন।,14,1,1
475,online_card_correction_application_done_now_what,"অনলাইনে জাতীয় পরিচয়পত্রের সংশোধনের ফর্ম পূরণ করে জমা দিয়েছি, এরপর কী করণীয়?",৩০ কার্যদিবসের মধ্য আবেদনটি নিষ্পত্তি না হয়ে থাকলে সংশ্লিষ্ট উপজেলা/থানা নির্বাচন অফিসে যোগাযোগ করুন।,173,1,1
476,online_card_correction_application_done_now_what_followup_a,"ভোটার এনআইডির সংশোধনী কোথায় করা হয়, ওই অফিসের ঠিকানা এবং অফিস টাইম কী?",আপনি যে এলাকার ভোটার সেই থানা / উপজেলা নির্বাচন অফিসে যেতে হবে। অফিসের ঠিকানা জানতে অনুগ্রহ পূর্বক গুগল ম্যাপের সহযোগিতা নিবেন। সকাল ৯.০০ ঘটিকা থেকে বিকাল ৫.০০ ঘটিকা পর্যন্ত সাধারনত অফিস খোলা থাকে (সরকারী ছুটি ব্যতীত)।,20,1,1
